DosageForm,Dosage,ProductCount
"TABLET, EXTENDED RELEASE;ORAL",6.7MEQ,1
INJECTABLE;INJECTION,85-550uCi/ML,1
INJECTABLE;INJECTION,"0.25MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
"Solution; Intravesical, Ureteral",43%,1
SOLUTION;INTRAVESICAL,17.2%,1
SOLUTION;ORAL,100GM/220ML,1
INJECTABLE;INJECTION,"3,000 UNITS/ML",1
INJECTABLE;INJECTION,"4,000 UNITS/ML",1
INJECTABLE;INJECTION,"6,000 UNITS/ML",1
CAPSULE;ORAL,"EQ 75MG HCL **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
CAPSULE;ORAL,"EQ 150MG HCL **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
CAPSULE;ORAL,"EQ 125MG HCL **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
CAPSULE;ORAL,"EQ 100MG HCL **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
SUSPENSION/DROPS;OPHTHALMIC,0.12%,1
TABLET;ORAL,22.5MG,1
TABLET;ORAL,11.25MG,1
INJECTABLE;INJECTION,"EQ 1MG SULFATE/0.7ML",1
INJECTABLE;INJECTION,"EQ 0.5MG SULFATE/0.7ML",1
INJECTABLE;INJECTION,"EQ 0.25MG SULFATE/0.3ML",1
"TABLET, DISPERSIBLE;ORAL",2.5MG,1
"TABLET, EFFERVESCENT;ORAL",5MG,1
"TABLET, EFFERVESCENT;ORAL",10MG,1
"TABLET, EFFERVESCENT;ORAL",40MG,1
CAPSULE;ORAL,"5MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
CAPSULE;ORAL,"10MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
"SYRUP; ORAL",50MG/5ML,1
SOLUTION;INTRAVENOUS,"0.25-3 CI/GENERATOR",1
SOLUTION;INTRAVENOUS,"1-19 CI/GENERATOR",1
INJECTABLE;INJECTION,"1.3-1.7 CI/AMP",1
GAS;INHALATION,"1 CI/AMP",1
INJECTABLE;INJECTION,250uCi/ML,1
"SOLUTION;INHALATION, INJECTION",18-25mCi/AMP,1
INJECTABLE;INJECTION,0.6-1.4mCi/ML,1
INJECTABLE;INJECTION,250-300uCi/ML,1
INJECTABLE;INJECTION,6.3mCi/ML,1
INJECTABLE;INJECTION,0.2mCi/ML,1
SOLUTION;ORAL,50mCi/ML,1
CAPSULE;ORAL,50uCi,1
INJECTABLE;INJECTION,0.5mCi/ML,1
"SOLUTION;INJECTION, ORAL",12mCi/ML,1
"SOLUTION;INJECTION, ORAL",24mCi/ML,1
"SOLUTION;INJECTION, ORAL",48mCi/ML,1
INJECTABLE;INJECTION,500uCi/ML,1
"SOLUTION;INJECTION, ORAL","0.22-2.22 CI/GENERATOR",1
DRESSING;TOPICAL,0.2%,1
"AEROSOL, METERED;RECTAL",10%,1
SOLUTION;INHALATION,10%;0.05%,1
"CAPSULE, EXTENDED RELEASE;ORAL",8MG,1
INJECTABLE;INJECTION,5GM/100ML;32MG/100ML;128MG/100ML;234MG/100ML,1
INJECTABLE;INJECTION,37MG/100ML;5GM/100ML;30MG/100ML;119MG/100ML;161MG/100ML;94MG/100ML;138MG/100ML,1
N/A;N/A,N/A;N/A;N/A,1
"INTRAUTERINE DEVICE;INTRAUTERINE",89MG,1
SPONGE;TOPICAL,330MG,1
AEROSOL;TOPICAL,0.23%,1
"INSERT, EXTENDED RELEASE;OPHTHALMIC",5MG,1
INJECTABLE;INJECTION,36.8MG/100ML;30.5MG/100ML;74.6MG/100ML;640MG/100ML;496MG/100ML;89.6MG/100ML,1
INJECTABLE;INJECTION,5GM/100ML;30MG/100ML;37MG/100ML;368MG/100ML;526MG/100ML;502MG/100ML,1
SPONGE;TOPICAL,450MG,1
"SOLUTION;INJECTION, ORAL",4mCi/ML,1
SUSPENSION/DROPS;OPHTHALMIC,0.125%,1
"SOLUTION;INJECTION, ORAL","2-100mCi/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
INJECTABLE;INJECTION,5GM/100ML;31MG/100ML;141MG/100ML;20MG/100ML;12MG/100ML;260MG/100ML,1
INJECTABLE;INJECTION,"6.5% (6.5GM/100ML)",1
INJECTABLE;INJECTION,"400 IU/VIAL",1
TABLET;ORAL,"15MG;0.1MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
TABLET;ORAL,"15MG;0.2MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
TABLET;ORAL,"15MG;0.3MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
INJECTABLE;INJECTION,0.35MG/ML;140.1MG/ML;461.8MG/ML,1
"INSERT, EXTENDED RELEASE;OPHTHALMIC",11MG,1
GAS;INHALATION,"5-100 CI/CYLINDER",1
GAS;INHALATION,"0.25-5 CI/AMP",1
"INSERT, EXTENDED RELEASE;INTRAUTERINE",38MG,1
INJECTABLE;INJECTION,"0.2MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
INJECTABLE;INJECTION,30MG/100ML;37MG/100ML;222MG/100ML;526MG/100ML;502MG/100ML,1
INJECTABLE;INJECTION,5GM/100ML;30MG/100ML;37MG/100ML;222MG/100ML;526MG/100ML;502MG/100ML,1
INJECTABLE;INJECTION,5GM/100ML;21MG/100ML;128MG/100ML;234MG/100ML,1
SOLUTION;ORAL,2mCi/ML,1
INJECTABLE;INJECTION,"75 IU/AMP",1
INJECTABLE;INJECTION,"150 IU/AMP",1
INJECTABLE;INJECTION,224MG/100ML;900MG/100ML,1
INJECTABLE;INJECTION,150MG/100ML;450MG/100ML,1
INJECTABLE;INJECTION,8.5%;102MG/100ML;522MG/100ML;410MG/100ML,1
INJECTABLE;INJECTION,54.3%,1
"SOLUTION;INTRAVENOUS, ORAL",830-16600mCi/GENERATOR,1
"SOLUTION;INTRAVENOUS, ORAL",68-2703mCi/GENERATOR,1
INJECTABLE;INTRATHECAL,1mCi/ML,1
TABLET;ORAL-28,"0.035MG;0.4MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
SOLUTION;ORAL,3mCi/ML,1
"SOLUTION;INJECTION, ORAL","10-60mCi/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
INJECTABLE;INJECTION,"2 IU/VIAL",1
TABLET;ORAL,0.025MG;0.5MG,1
TABLET;ORAL,0.025MG;1MG,1
OINTMENT;OPHTHALMIC,0.1%,1
INJECTABLE;INJECTION,"5.4% (5.4GM/100ML)",1
SOLUTION;INTRAVENOUS,"0.0083-2.7 CI/GENERATOR",1
SOLUTION;INTRAVENOUS,"1-20 CI/GENERATOR",1
INJECTABLE;INJECTION,140uCi/ML,1
INJECTABLE;INJECTION,7%;102MG/100ML;522MG/100ML;410MG/100ML,1
INJECTABLE;INJECTION,3.5%;21MG/100ML;128MG/100ML;234MG/100ML,1
INJECTABLE;INJECTION,"100 IU/ML",1
SUPPOSITORY;VAGINAL,20MG,1
DISC;TOPICAL,"EQ 0.1% BASE",1
INJECTABLE;INJECTION,100uCi/VIAL,1
INJECTABLE;INJECTION,250uCi/VIAL,1
INJECTABLE;INJECTION,500uCi/VIAL,1
INJECTABLE;INJECTION,500uCi/0.5ML,1
INJECTABLE;INJECTION,"1,000uCi/ML",1
INJECTABLE;INJECTION,"100uCi/10ML (10uCi/ML)",1
INJECTABLE;INJECTION,5uCi/AMP,1
INJECTABLE;INJECTION,20uCi/AMP,1
INJECTABLE;INJECTION,10uCi/ML,1
INJECTABLE;INJECTION,6.67uCi/ML,1
INJECTABLE;INJECTION,2.5uCi/AMP,1
TABLET;ORAL,"EQ 4MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
CREAM;TOPICAL,"0.25% **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
INJECTABLE;INJECTION,154uCi/VIAL,1
SOLUTION;ORAL,"10GM/15ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
INJECTABLE;INJECTION,65%,1
INJECTABLE;INJECTION,24%,1
SOLUTION/DROPS;OTIC,2%;0.05%,1
"TABLET, EXTENDED RELEASE;ORAL",330MG,1
TABLET;ORAL,"800MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
"SPRAY, METERED;NASAL","0.01MG/SPRAY **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
SUSPENSION;ORAL,"EQ 100MG HCL/5ML",1
CONCENTRATE;ORAL,20MG/ML,1
INJECTABLE;INJECTION,8%;61MG/100ML;211MG/100ML;56MG/100ML;388MG/100ML,1
INJECTABLE;INJECTION,"11.4% (11.4GM/100ML)",1
INJECTABLE;INJECTION,"15% (75GM/500ML)",1
INJECTABLE;INJECTION,3.75GM/VIAL,1
INJECTABLE;INJECTION,6.75GM/VIAL,1
INJECTABLE;INJECTION,13.5GM/VIAL,1
CAPSULE;ORAL,"0.5MG;EQ 1MG BASE",1
CAPSULE;ORAL,"0.5MG;EQ 2MG BASE",1
CAPSULE;ORAL,"0.5MG;EQ 5MG BASE",1
INJECTABLE;INJECTION,"4 IU/VIAL",1
INJECTABLE;INJECTION,"EQ 0.6MG BASE/ML",1
TABLET;ORAL,"25MG;40MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
TABLET;ORAL,"25MG;80MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
CAPSULE;ORAL,"EQ 140MG PHOSPHATE",1
"SUSPENSION, EXTENDED RELEASE;ORAL","EQ 4MG MALEATE/5ML;EQ 37.5MG HCL/5ML",1
INJECTABLE;INJECTION,40.3%,1
INJECTABLE;INJECTION,9.9%,1
ENEMA;RECTAL,40MG/BOT,1
"TABLET, EXTENDED RELEASE;ORAL",12MG;75MG,1
"AEROSOL, METERED;INHALATION",0.1MG/INH,1
CAPSULE;ORAL,0.2MG,1
"FOR SOLUTION;OPHTHALMIC","150 UNITS/VIAL",1
INJECTABLE;INJECTION,"EQ 0.2MG BASE/VIAL",1
TABLET;ORAL-21,"0.035MG;0.4MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
SOLUTION/DROPS;OPHTHALMIC,"4% **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
TABLET;ORAL-21,"0.035MG;1MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
"CAPSULE, EXTENDED RELEASE;ORAL","75MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
"INTRAUTERINE DEVICE;INTRAUTERINE",120MG,1
ENEMA;RECTAL,300MG/5ML,1
INJECTABLE;INJECTION,"25,000 UNITS/ML",1
INJECTABLE;INJECTION,"10USP UNITS/ML",1
INJECTABLE;INJECTION,"300USP UNITS/30ML (10USP UNITS/ML)",1
INJECTABLE;INJECTION,20MG/100ML;5GM/100ML;30MG/100ML;380MG/100ML;600MG/100ML,1
INJECTABLE;INJECTION,"500USP UNITS/50ML (10USP UNITS/ML)",1
INJECTABLE;INJECTION,75CU/VIAL,1
CAPSULE;ORAL,0.02MG,1
SUPPOSITORY;RECTAL,80MG,1
TABLET;ORAL,"37.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
SOLUTION;ORAL,500MG/7.5ML,1
INJECTABLE;INJECTION,5GM/100ML;149MG/100ML,1
INJECTABLE;INJECTION,5GM/100ML;298MG/100ML,1
AEROSOL;TOPICAL,3%,1
"TABLET, EXTENDED RELEASE;ORAL",8MG;120MG,1
SOLUTION;IRRIGATION,14MG/100ML;37MG/100ML;222MG/100ML;526MG/100ML;502MG/100ML,1
INJECTABLE;INJECTION,0.3MG,1
SPONGE;TOPICAL,"4% **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
SOLUTION;INTRAPERITONEAL,29MG/100ML;1.5GM/100ML;15MG/100ML;610MG/100ML;560MG/100ML,1
SOLUTION;INTRAPERITONEAL,26MG/100ML;1.5GM/100ML;15MG/100ML;560MG/100ML;390MG/100ML,1
SOLUTION;INTRAPERITONEAL,29MG/100ML;4.25GM/100ML;15MG/100ML;610MG/100ML;560MG/100ML,1
SOLUTION;INTRAPERITONEAL,26MG/100ML;4.25GM/100ML;15MG/100ML;560MG/100ML;390MG/100ML,1
SOLUTION;INTRAPERITONEAL,26MG/100ML;2.5GM/100ML;5MG/100ML;530MG/100ML;450MG/100ML,1
SOLUTION;INTRAPERITONEAL,29MG/100ML;2.5GM/100ML;15MG/100ML;610MG/100ML;560MG/100ML,1
SOLUTION;INTRAPERITONEAL,26MG/100ML;1.5GM/100ML;5MG/100ML;530MG/100ML;450MG/100ML,1
SOLUTION;INTRAPERITONEAL,26MG/100ML;5GM/100ML;5MG/100ML;530MG/100ML;450MG/100ML,1
SOLUTION;INTRAPERITONEAL,26MG/100ML;4.25GM/100ML;5MG/100ML;530MG/100ML;450MG/100ML,1
CAPSULE;ORAL,"20MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
"TABLET, EXTENDED RELEASE;ORAL",1MG;120MG,1
"GRANULE, EFFERVESCENT;ORAL",460MG/GM;420MG/GM,1
GAS;INHALATION,5mCi/VIAL,1
TABLET;ORAL,"1.25MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
SOLUTION;ORAL,1GM/ML,1
TABLET;ORAL,25MG;500MG,1
INJECTABLE;INJECTION,3%;26MG/100ML;3GM/100ML;54MG/100ML;41MG/100ML;150MG/100ML;200MG/100ML;120MG/100ML,1
TAMPON;VAGINAL,100MG,1
INJECTABLE;INJECTION,"500 UNITS/100ML",1
INJECTABLE;INJECTION,"12,500 UNITS/VIAL",1
INJECTABLE;INJECTION,"10,000 UNITS/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
INJECTABLE;INJECTION,"4,000 UNITS/VIAL",1
CAPSULE;ORAL,400uCi,1
"INTRAUTERINE DEVICE;INTRAUTERINE",309MG/COPPER,1
SPONGE;VAGINAL,1GM,1
"TABLET, CHEWABLE;ORAL",160MG;40MG,1
AEROSOL;SUBLINGUAL,0.4MG/SPRAY,1
TABLET;ORAL,"25MG;15MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
TABLET;ORAL,"25MG;25MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
TABLET;ORAL,"50MG;25MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
TABLET;ORAL,"50MG;15MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
INJECTABLE;INJECTION,20MG/100ML;30MG/100ML;380MG/100ML;600MG/100ML,1
INJECTABLE;INJECTION,26%,1
SOLUTION/DROPS;OPHTHALMIC,0.5%;0.05%,1
POWDER;ORAL,2.5GM/PACKET,1
POWDER;ORAL,300GM/BOT,1
"AEROSOL, METERED;INHALATION",0.37MG/INH,1
INSERT;OPHTHALMIC,5MG,1
INJECTABLE;INJECTION,"10MG/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
INJECTABLE;INJECTION,"20MG/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
SOLUTION;SUBCUTANEOUS,"1500 UNITS/3ML (500 UNITS/ML)",1
SOLUTION;SUBCUTANEOUS,"10000 UNITS/20ML (500 UNITS/ML)",1
TABLET;ORAL-28,"0.03MG;0.15MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
INJECTABLE;INJECTION,"6.4% (6.4GM/100ML)",1
"CAPSULE, EXTENDED RELEASE;ORAL",12MG;75MG,1
"CAPSULE, EXTENDED RELEASE;ORAL",8MG;75MG,1
GEL;OPHTHALMIC,4%,1
SOLUTION;INTRAPERITONEAL,510MG/100ML;30GM/100ML;200MG/100ML;9.2GM/100ML;9.6GM/100ML,1
SOLUTION;INTRAPERITONEAL,510MG/100ML;50GM/100ML;200MG/100ML;9.2GM/100ML;9.6GM/100ML,1
SOLUTION;INTRAPERITONEAL,510MG/100ML;30GM/100ML;200MG/100ML;9.4GM/100ML;11GM/100ML,1
SOLUTION;INTRAPERITONEAL,510MG/100ML;50GM/100ML;200MG/100ML;9.4GM/100ML;11GM/100ML,1
INJECTABLE;INJECTION,"2,000 UNITS/100ML",1
SOLUTION;ORAL,"EQ 5MG BASE/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
INJECTABLE;INJECTION,5GM/100ML;205MG/100ML;100MG/100ML;120MG/100ML;220MG/100ML,1
"FOR SOLUTION;INHALATION",6GM/VIAL,1
CAPSULE;ORAL,"30MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
INJECTABLE;INJECTION,"0.5MG/0.5ML;2,500 UNITS/0.5ML;5.33MG/0.5ML",1
INJECTABLE;INJECTION,"0.5MG/0.7ML;5,000 UNITS/0.7ML;7.46MG/0.7ML",1
"AEROSOL, METERED;INHALATION",0.8MG/INH,1
INJECTABLE;INJECTION,142MG/ML;276MG/ML,1
INJECTABLE;INJECTION,2.5MEQ/ML,1
INJECTABLE;INJECTION,39.3%;19.6%,1
"FOR SOLUTION;IV (INFUSION)","80MG/VIAL;0.02MG/VIAL;0.001MG/VIAL;5MG/VIAL;0.01MG/VIAL;0.14MG/VIAL;17MG/VIAL;0.2MG/VIAL;1MG/VIAL;1.4MG/VIAL;EQ 1.2MG BASE/VIAL;0.7MG/VIAL;7MG/VIAL",1
INJECTABLE;INJECTION,38.5GM/100ML,1
TABLET;ORAL-28,0.035MG;75MG;1MG,1
"SUSPENSION, EXTENDED RELEASE;ORAL","EQ 4MG MALEATE/5ML;EQ 10MG BASE/5ML",1
INJECTABLE;INJECTION,"10% (10MG/100ML)",1
INJECTABLE;INJECTION,100MG/VIAL;0.06MG/VIAL;0.005MG/VIAL;15MG/VIAL;5MCG/VIAL;0.4MG/VIAL;40MG/VIAL;4MG/VIAL;3.6MG/VIAL;3MG/VIAL;1MG/VIAL;10MG/VIAL,1
INJECTABLE;INJECTION,0.015MG/ML,1
"SOLUTION;INJECTION, ORAL, RECTAL",38.8%,1
INJECTABLE;INJECTION,30.2%,1
INJECTABLE;INJECTION,45.3%,1
SOLUTION;URETHRAL,15.1%,1
"FOR SOLUTION;ORAL",120GM/PACKET;1.49GM/PACKET;3.36GM/PACKET;2.92GM/PACKET;11.36GM/PACKET,1
"FOR SOLUTION;ORAL",360GM/PACKET;4.47GM/PACKET;10.08GM/PACKET;8.76GM/PACKET;34.08GM/PACKET,1
TABLET;ORAL-21,0.035MG;0.5MG;0.75MG;1MG,1
SOLUTION/DROPS;OPHTHALMIC,"EQ 0.23% PHOSPHATE;10% **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
INJECTABLE;INJECTION,"10%;10% (10GM/100ML)",1
INJECTABLE;INJECTION,"5%;5% (5GM/100ML)",1
SOLUTION;ORAL,12.5MG/5ML;30MG/5ML,1
SOLUTION;IRRIGATION,30MG/100ML;37MG/100ML;370MG/100ML;530MG/100ML;500MG/100ML,1
INJECTABLE;INJECTION,32MG/100ML;128MG/100ML;234MG/100ML,1
INJECTABLE;INJECTION,"0.5MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
"CAPSULE, EXTENDED RELEASE;ORAL",50MG;80MG,1
"CAPSULE, EXTENDED RELEASE;ORAL",50MG;120MG,1
"CAPSULE, EXTENDED RELEASE;ORAL",50MG;160MG,1
TABLET;VAGINAL,500MG,1
"AEROSOL, METERED;INHALATION",0.018MG/INH,1
"AEROSOL, METERED;TOPICAL",4%,1
SUSPENSION;ORAL,1GM/10ML,1
TABLET;ORAL-28,0.03MG;0.04MG;0.05MG;0.075MG;0.125MG,1
TABLET;ORAL-21,"0.03MG;0.04MG;0.05MG;0.075MG;0.125MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
"FOR SOLUTION;INHALATION",100MG/VIAL,1
SUSPENSION/DROPS;OPHTHALMIC,0.25%,1
SPONGE;TOPICAL,20%,1
SOLUTION/DROPS;OPHTHALMIC,1%;0.25%,1
SYRUP;ORAL,"2MG/5ML;10MG/5ML;30MG/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
SOLUTION;ORAL,6GM/100ML;75MG/100ML;168MG/100ML;146MG/100ML;1.29GM/100ML,1
"SOLUTION;INTRAMUSCULAR, INTRAVENOUS","1GM/2ML (500MG/ML)",1
"SOLUTION;INTRAMUSCULAR, INTRAVENOUS","25GM/50ML (500MG/ML)",1
"SOLUTION FOR SLUSH;IRRIGATION",900MG/100ML,1
SOLUTION;IRRIGATION,30MG/100ML;37MG/100ML;368MG/100ML;526MG/100ML;502MG/100ML,1
INJECTABLE;INJECTION,234MG/ML,1
TABLET;ORAL,"50MG;500MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
"LIQUID;PERFUSION, BILIARY",100%,1
SOLUTION;INTRAPERITONEAL,25.7MG/100ML;1.5GM/100ML;538MG/100ML;448MG/100ML,1
SOLUTION;INTRAPERITONEAL,25.7MG/100ML;2.5GM/100ML;538MG/100ML;448MG/100ML,1
SOLUTION;INTRAPERITONEAL,25.7MG/100ML;4.25GM/100ML;538MG/100ML;448MG/100ML,1
"SUSPENSION, EXTENDED RELEASE;ORAL","EQ 60MG HCL/5ML",1
LOTION;TOPICAL,0.3%,1
INJECTABLE;INTRAMUSCULAR,"75 IU/AMP",1
INJECTABLE;INTRAMUSCULAR,"150 IU/AMP",1
INJECTABLE;SUBCUTANEOUS,"150 IU/AMP",1
INJECTABLE;SUBCUTANEOUS,"75 IU/AMP",1
"INJECTABLE;INTRAMUSCULAR, SUBCUTANEOUS",0.3MG/DELIVERY,1
"INJECTABLE;INTRAMUSCULAR, SUBCUTANEOUS",0.15MG/DELIVERY,1
INJECTABLE;INTRAMUSCULAR,0.3MG/DELIVERY,1
INJECTABLE;INTRAMUSCULAR,0.15MG/DELIVERY,1
INJECTABLE;INJECTION,10%;102MG/100ML;45MG/100ML;522MG/100ML;410MG/100ML,1
INJECTABLE;INJECTION,8.5%;102MG/100ML;45MG/100ML;522MG/100ML;410MG/100ML,1
INJECTABLE;INJECTION,7%;102MG/100ML;45MG/100ML;522MG/100ML;410MG/100ML,1
INJECTABLE;INJECTION,3.5%;30MG/100ML;97MG/100ML;120MG/100ML;49MG/100ML,1
"TABLET, EXTENDED RELEASE;ORAL","20MEQ **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
"TABLET, EXTENDED RELEASE;ORAL","10MEQ **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
CAPSULE;ORAL,25MG;100MG,1
CAPSULE;ORAL,25MG;200MG,1
"TABLET, EXTENDED RELEASE;ORAL",500MG;3MG;60MG,1
"CAPSULE, EXTENDED RELEASE;ORAL",12.5MG,1
SPONGE;TOPICAL,10%,1
SOLUTION;IRRIGATION,6.602GM/100ML;198MG/100ML;3.177GM/100ML,1
CAPSULE;INHALATION,"EQ 0.2MG BASE",1
INJECTABLE;INJECTION,3.5%;32MG/100ML;128MG/100ML;222MG/100ML;49MG/100ML,1
INJECTABLE;INJECTION,5GM/100ML;30MG/100ML;141MG/100ML;15MG/100ML;260MG/100ML;25MG/100ML,1
INJECTABLE;INJECTION,5GM/100ML;111MG/100ML;256MG/100ML;146MG/100ML;207MG/100ML,1
INJECTABLE;INJECTION,5GM/100ML;53MG/100ML;100MG/100ML;100MG/100ML;180MG/100ML;280MG/100ML;16MG/100ML,1
PASTE;DENTAL,1.2%,1
GEL;DENTAL,1.2%,1
INJECTABLE;INJECTION,2.75%;15GM/100ML,1
INJECTABLE;INJECTION,2.75%;20GM/100ML,1
INJECTABLE;INJECTION,4.25%;15GM/100ML,1
INJECTABLE;INJECTION,"7.25% **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
SUSPENSION/DROPS;OPHTHALMIC,0.1%;10%,1
SOLUTION;ORAL,100MG/ML;100MG/ML,1
SUSPENSION;ORAL,10MG/ML,1
"FOR SUSPENSION, EXTENDED RELEASE;ORAL",20MEQ/PACKET,1
INJECTABLE;INJECTION,3.5%;25GM/100ML;51MG/100ML;22.4MG/100ML;261MG/100ML;205MG/100ML,1
INJECTABLE;INJECTION,4.25%;10GM/100ML;30MG/100ML;97MG/100ML;120MG/100ML;49.3MG/100ML,1
INJECTABLE;INJECTION,4.25%;25GM/100ML;51MG/100ML;22.4MG/100ML;261MG/100ML;205MG/100ML,1
INJECTABLE;INTRATHECAL,40.6%,1
INJECTABLE;INTRATHECAL,51.3%,1
DRESSING;TOPICAL,1%,1
INJECTABLE;INJECTION,640MG/100ML,1
GEL;ENDOCERVICAL,0.5MG/3GM,1
INJECTABLE;INJECTION,7.7GM/100ML,1
INJECTABLE;INJECTION,5GM/100ML;37MG/100ML;110MG/100ML,1
INJECTABLE;INJECTION,5GM/100ML;75MG/100ML;110MG/100ML,1
INJECTABLE;INJECTION,5GM/100ML;110MG/100ML;110MG/100ML,1
INJECTABLE;INJECTION,5GM/100ML;150MG/100ML;110MG/100ML,1
INJECTABLE;INJECTION,5GM/100ML;220MG/100ML;110MG/100ML,1
INJECTABLE;INJECTION,5GM/100ML;300MG/100ML;110MG/100ML,1
INJECTABLE;INJECTION,5GM/100ML;37MG/100ML;200MG/100ML,1
INJECTABLE;INJECTION,5GM/100ML;110MG/100ML;200MG/100ML,1
INJECTABLE;INJECTION,5GM/100ML;37MG/100ML;330MG/100ML,1
INJECTABLE;INJECTION,5GM/100ML;110MG/100ML;330MG/100ML,1
INJECTABLE;INJECTION,5GM/100ML;37MG/100ML;450MG/100ML,1
INJECTABLE;INJECTION,5GM/100ML;110MG/100ML;450MG/100ML,1
INJECTABLE;INJECTION,5GM/100ML;37MG/100ML;900MG/100ML,1
INJECTABLE;INJECTION,5GM/100ML;110MG/100ML;900MG/100ML,1
INJECTABLE;INJECTION,5GM/100ML;220MG/100ML;900MG/100ML,1
INJECTABLE;INJECTION,10GM/100ML;37MG/100ML;200MG/100ML,1
INJECTABLE;INJECTION,10GM/100ML;75MG/100ML;200MG/100ML,1
INJECTABLE;INJECTION,10GM/100ML;110MG/100ML;200MG/100ML,1
INJECTABLE;INJECTION,10GM/100ML;150MG/100ML;200MG/100ML,1
INJECTABLE;INJECTION,10GM/100ML;220MG/100ML;200MG/100ML,1
INJECTABLE;INJECTION,10GM/100ML;300MG/100ML;200MG/100ML,1
INJECTABLE;INJECTION,10GM/100ML;37MG/100ML;450MG/100ML,1
INJECTABLE;INJECTION,10GM/100ML;75MG/100ML;450MG/100ML,1
INJECTABLE;INJECTION,10GM/100ML;110MG/100ML;450MG/100ML,1
INJECTABLE;INJECTION,10GM/100ML;150MG/100ML;450MG/100ML,1
INJECTABLE;INJECTION,10GM/100ML;220MG/100ML;450MG/100ML,1
INJECTABLE;INJECTION,10GM/100ML;300MG/100ML;450MG/100ML,1
INJECTABLE;INJECTION,10GM/100ML;37MG/100ML;900MG/100ML,1
INJECTABLE;INJECTION,10GM/100ML;75MG/100ML;900MG/100ML,1
INJECTABLE;INJECTION,10GM/100ML;110MG/100ML;900MG/100ML,1
INJECTABLE;INJECTION,10GM/100ML;150MG/100ML;900MG/100ML,1
INJECTABLE;INJECTION,10GM/100ML;220MG/100ML;900MG/100ML,1
INJECTABLE;INJECTION,10GM/100ML;300MG/100ML;900MG/100ML,1
INJECTABLE;INJECTION,3.3GM/100ML;75MG/100ML;300MG/100ML,1
INJECTABLE;INJECTION,3.3GM/100ML;110MG/100ML;300MG/100ML,1
