ApprovalYear,SponsorApplicant,TotalApprovals
1997,"LEO PHARM",1
1997,"LEO PHARMA AS",1
1997,LIEBEL-FLARSHEIM,1
1997,"LILLY RES LABS",1
1997,"LUKARE MEDICAL LLC",1
1997,LYNE,1
1997,"MALLINCKRODT LLC",1
1997,MAYRAND,1
1997,MCNEIL,1
1997,"MEDIMMUNE ONCOLOGY",1
1997,"MERCK AND CO INC",1
1997,"MERRO PHARM",1
1997,"MIKAH PHARMA LLC",1
1997,MURO,1
1997,"MYLAN TECHNOLOGIES",1
1997,"OAK PHARMS AKORN",1
1997,"OAK PHARMS INC",1
1997,OHM,1
1997,"OHM LABS",1
1997,"OLTA PHARMS",1
1997,"OMJ PHARMACEUTICALS",1
1997,"OTSUKA AMERICA",1
1997,"PALADIN LABS",1
1997,"PAR PHARM INC",1
1997,"PERRIGO PHARMA INTL",1
1997,PHARMACIA,1
1997,"PIERRE FABRE",1
1997,"PIRAMAL CRITICAL",1
1997,"PIRAMAL ENT",1
1997,"POHL BOSKAMP",1
1997,"POPULATION COUNCIL",1
1997,"PRECISION DERMAT",1
1997,"PRECISION DOSE",1
1997,"PROCTER AND GAMBLE",1
1997,"PROSTRAKAN INC",1
1997,"PURDUE PHARMA LP",1
1997,"QOL MEDCL",1
1997,"RADIUS PHARMS",1
1997,"RANBAXY LABS LTD",1
1997,"RECRO GAINESVILLE",1
1997,"REMPEX PHARMS INC",1
1997,"RENAISSANCE PHARMA",1
1997,"RHODES PHARMS",1
1997,"RISING PHARMS INC",1
1997,"SETON PHARM",1
1997,SIEGFRIED,1
1997,"SIGHT PHARMS",1
1997,SILARX,1
1997,SOLVAY,1
1997,"SPECTRUM PHARMS",1
1997,"STAND HOMEOPATH",1
1997,STASON,1
1997,"STI PHARMA LLC",1
1997,"STIEFEL LABS INC",1
1997,"SYMPLMED PHARMS LLC",1
1997,"TARO PHARMS NORTH",1
1997,"TEVA BRANDED PHARM",1
1997,"TG UNITED INC",1
1997,"THEPHARMANETWORK LLC",1
1997,THERAGEN,1
1997,"TURING PHARMS AG",1
1997,"UPSHER SMITH",1
1997,"US ARMY",1
1997,"VALEANT BERMUDA",1
1997,"VALEANT PHARMS INC",1
1997,"VALEANT PHARMS LLC",1
1997,VISTAPHARM,1
1997,"X GEN PHARMS",1
1997,XSPIRE,1
1998,"WATSON LABS",200
1998,HOSPIRA,181
1998,MYLAN,118
1998,SANDOZ,114
1998,TEVA,96
1998,"SUN PHARM INDS",87
1998,"MUTUAL PHARM",54
1998,"EUROHLTH INTL SARL",53
1998,"IVAX SUB TEVA PHARMS",50
1998,NOVARTIS,50
1998,BARR,49
1998,"B BRAUN",40
1998,GLAXOSMITHKLINE,39
1998,"ANI PHARMS INC",38
1998,ROXANE,37
1998,"BAUSCH AND LOMB",35
1998,MIKART,34
1998,"JANSSEN PHARMS",30
1998,"PHARMACIA AND UPJOHN",30
1998,MERCK,29
1998,PFIZER,27
1998,ALLERGAN,26
1998,"WATSON LABS INC",26
1998,"ACTAVIS ELIZABETH",25
1998,"TEVA PHARMS",25
1998,ALCON,24
1998,"SANOFI AVENTIS US",24
1998,ABBVIE,23
1998,"BRISTOL MYERS SQUIBB",23
1998,"FRESENIUS KABI USA",23
1998,LILLY,23
1998,SCHERING,23
1998,"PAR PHARM",22
1998,PLIVA,22
1998,"ACTAVIS MID ATLANTIC",21
1998,"BAXTER HLTHCARE",21
1998,"HIKMA INTL PHARMS",21
1998,"DAVA PHARMS INC",19
1998,"FRONTIDA BIOPHARM",19
1998,"INTL MEDICATION",18
1998,"G AND W LABS INC",17
1998,"MERCK SHARP DOHME",17
1998,"WYETH PHARMS INC",17
1998,APOTHECON,16
1998,TARO,16
1998,"BOEHRINGER INGELHEIM",15
1998,"BAYER HEALTHCARE LLC",14
1998,"J AND J CONSUMER INC",14
1998,"TG UNITED LABS",14
1998,"ALLERGAN SALES LLC",13
1998,ASTRAZENECA,13
1998,"BAYER HLTHCARE",13
1998,"DR REDDYS LABS INC",12
1998,LUITPOLD,12
1998,"MYLAN PHARMS INC",12
1998,AKORN,11
1998,ASTELLAS,11
1998,"TEVA PHARMS USA",11
1998,"UCB INC",10
1998,"VIIV HLTHCARE",10
1998,WOCKHARDT,10
1998,"GE HEALTHCARE",9
1998,MALLINCKRODT,9
1998,"MEDA PHARMS",9
1998,PERRIGO,9
1998,ROCHE,9
1998,"SCHERING PLOUGH",9
1998,ABBOTT,8
1998,"ACTAVIS LABS UT INC",8
1998,"ARBOR PHARMS LLC",8
1998,"GD SEARLE LLC",8
1998,"IMPAX LABS INC",8
1998,"INWOOD LABS",8
1998,"JOHNSON AND JOHNSON",8
1998,"KING PHARMS",8
1998,"MALLINKRODT NUCLEAR",8
1998,"VALEANT INTL",8
1998,"VALEANT PHARM INTL",8
1998,"VALEANT PHARMS NORTH",8
1998,APOTEX,7
1998,"HI TECH PHARMA",7
1998,"HIKMA PHARMS LLC",7
1998,"MAYNE PHARMA",7
1998,"MEDTECH PRODUCTS",7
1998,"PARKE DAVIS",7
1998,"RECORDATI RARE",7
1998,"ROCHE PALO",7
1998,"ABBVIE ENDOCRINE INC",6
1998,"ALCON RES LTD",6
1998,APIL,6
1998,"CONTRACT PHARMACAL",6
1998,"DELCOR ASSET CORP",6
1998,GENENTECH,6
1998,"GLAXOSMITHKLINE LLC",6
1998,"HOFFMANN LA ROCHE",6
1998,"HOSPIRA INC",6
1998,"MONARCH PHARMS",6
1998,"VINTAGE PHARMS LLC",6
1998,3M,5
1998,"ALCON LABS INC",5
1998,"ALCON PHARMS LTD",5
1998,"ALVOGEN MALTA",5
1998,"AMNEAL PHARMS NY",5
1998,"ANI PHARMS",5
1998,"APOTEX INC",5
1998,ATON,5
1998,"ELKINS SINN",5
1998,"EMD SERONO",5
1998,"FACTA FARMA",5
1998,"IVAX PHARMS",5
1998,LANNETT,5
1998,"LANTHEUS MEDCL",5
1998,"ORTHO MCNEIL PHARM",5
1998,"PFIZER PHARMS",5
1998,RANBAXY,5
1998,"ROBINS AH",5
1998,"SIGMA TAU",5
1998,"TARO PHARMS NORTH",5
1998,"TEVA BRANDED PHARM",5
1998,"TEVA PARENTERAL",5
1998,"TEVA WOMENS",5
1998,"VALEANT PHARMS",5
1998,VINTAGE,5
1998,"VINTAGE PHARMS",5
1998,"WARNER CHILCOTT LLC",5
1998,"WYETH AYERST",5
1998,"WYETH PHARMS",5
1998,"XANODYNE PHARM",5
1998,"ACCORD HLTHCARE",4
1998,"ACTAVIS LABS FL INC",4
1998,ALRA,4
1998,"AUROLIFE PHARMA LLC",4
1998,"BARR LABS INC",4
1998,BRACCO,4
1998,"CORDEN PHARMA",4
1998,"DOW PHARM",4
1998,FERRING,4
1998,"FERRING PHARMS INC",4
1998,"FOUGERA PHARMS",4
1998,"GLENMARK GENERICS",4
1998,"LANNETT HOLDINGS INC",4
1998,MEDICIS,4
1998,"MERIDIAN MEDCL TECHN",4
1998,"NOSTRUM LABS",4
1998,"ORGANON USA INC",4
1998,"PAR STERILE PRODUCTS",4
1998,"SEBELA IRELAND LTD",4
1998,SHIRE,4
1998,"VALIDUS PHARMS",4
1998,"WYETH CONS",4
1998,"AKORN INC",3
1998,"ALLERGAN HERBERT",3
1998,"ALVOGEN INC",3
1998,"AMPHASTAR PHARMS INC",3
1998,"APOTEX TECHNOLOGIES",3
1998,"AQUA PHARMS",3
1998,"BAYER PHARMS",3
1998,"CASPER PHARMA LLC",3
1998,CEPHALON,3
1998,"COPLEY PHARM",3
1998,COREPHARMA,3
1998,"DURAMED PHARMS BARR",3
1998,"ENDO PHARMS",3
1998,"EPIC PHARMA",3
1998,FOUGERA,3
1998,"GALDERMA LABS LP",3
1998,GENZYME,3
1998,"HERCON PHARM",3
1998,"IDT AUSTRALIA LTD",3
1998,"IGI LABS INC",3
1998,"JANSSEN PHARMA",3
1998,LEDERLE,3
1998,"MALLINCKRODT INC",3
1998,"MERZ PHARMS",3
1998,"MYLAN INSTITUTIONAL",3
1998,"MYLAN IRELAND LTD",3
1998,"NESHER PHARMS",3
1998,"NOSTRUM LABS INC",3
1998,"NOVO NORDISK INC",3
1998,"OAK PHARMS",3
1998,"ORTHO MCNEIL JANSSEN",3
1998,"OXFORD PHARMS",3
1998,"PADDOCK LLC",3
1998,"PERRIGO PHARMA INTL",3
1998,"PFIZER INC",3
1998,"PHARM ASSOC",3
1998,"PRECISION DERMAT",3
1998,"SALIX PHARMS",3
1998,"SHIONOGI INC",3
1998,"SMITHKLINE BEECHAM",3
1998,"STI PHARMA LLC",3
1998,"SUN PHARM INDS INC",3
1998,"US PHARMS HOLDINGS I",3
1998,"VALEANT BERMUDA",3
1998,"VALEANT PHARMS LLC",3
1998,"VALIDUS PHARMS INC",3
1998,"X GEN PHARMS",3
1998,"ACTAVIS TOTOWA",2
1998,AGOURON,2
1998,"ALKERMES GAINESVILLE",2
1998,"ALPHARMA US PHARMS",2
1998,ALZA,2
1998,"ASTRAZENECA PHARMS",2
1998,"AUXILIUM PHARMS LLC",2
1998,CAMALL,2
1998,"CHARTWELL LIFE SCI",2
1998,"CLONMEL HLTHCARE",2
1998,"CNTY LINE PHARMS",2
1998,DEY,2
1998,"EISAI INC",2
1998,"FALCON PHARMS",2
1998,"FOREST LABS",2
1998,"GD SEARLE",2
1998,"GLAXOSMITHKLINE CONS",2
1998,"HERITAGE PHARMS INC",2
1998,"HORIZON PHARMA INC",2
1998,"J AND J",2
1998,"JANSSEN RES AND DEV",2
1998,"JUBILANT CADISTA",2
1998,"KV PHARM",2
1998,"LEHIGH VALLEY",2
1998,"LEK PHARMS",2
1998,MEDICURE,2
1998,"MEDIMETRIKS PHARMS",2
1998,"MIKAH PHARMA",2
1998,MURO,2
1998,"OAK PHARMS AKORN",2
1998,"OAK PHARMS INC",2
1998,"ORTHO MCNEIL",2
1998,PARKEDALE,2
1998,"PERRIGO NEW YORK",2
1998,PHARMACHEMIE,2
1998,"PHARMACHEMIE USA",2
1998,PHARMALUCENCE,2
1998,"POPULATION COUNCIL",2
1998,"PROMIUS PHARMA",2
1998,"QOL MEDCL",2
1998,"RECRO GAINESVILLE",2
1998,"RHODES PHARMS",2
1998,SERONO,2
1998,SILARX,2
1998,"STERI PHARMA",2
1998,"TAKEDA PHARMS USA",2
1998,"TELIGENT PHARMA INC",2
1998,"UPSHER SMITH",2
1998,"US PHARM HOLDINGS",2
1998,"USL PHARMA",2
1998,VALEANT,2
1998,VISTAPHARM,2
1998,"WARNER CHILCOTT",2
1998,XTTRIUM,2
1998,"AAIPHARMA LLC",1
1998,"ABBOTT LABS",1
1998,"ABBVIE INC",1
1998,"ABC HOLDING",1
1998,ALTANA,1
1998,ALVOGEN,1
1998,"AMEDRA PHARMS",1
1998,"AMEDRA PHARMS LLC",1
1998,"AMERIGEN PHARMS LTD",1
1998,AMGEN,1
1998,"AMNEAL PHARM",1
1998,"AMNEAL PHARMS LLC",1
1998,"ARMSTRONG PHARMS",1
1998,"ASPEN GLOBAL INC",1
1998,"AUXILIUM PHARMS INC",1
1998,AVEVA,1
1998,"BAJAJ MEDICAL LLC",1
1998,BAYER,1
1998,"BIONPHARMA INC",1
1998,BIOVAIL,1
1998,"BIOVAIL LABS INTL",1
1998,"BLACKSMITH BRANDS",1
1998,"CARDINAL HEALTH 418",1
1998,CARLSBAD,1
1998,CATALENT,1
1998,CELGENE,1
1998,"CENTOCOR INC",1
1998,"CEPH INTL",1
1998,"CHIESI USA INC",1
1998,CHIRON,1
1998,"CIS BIO INTL SA",1
1998,"CLINIGEN HLTHCARE",1
1998,CLINIPAD,1
1998,COLGATE,1
1998,"COLGATE PALMOLIVE",1
1998,COLLAGENEX,1
1998,"COLUMBIA RES LABS",1
1998,"CONCORDIA LABS INC",1
1998,"COVIS PHARMA SARL",1
1998,"DELCOR ASSET",1
1998,"DENCO ASSET",1
1998,"DENTSPLY PHARM",1
1998,"DEXCEL PHARMA",1
1998,"DORADO PHARMA",1
1998,"ELI LILLY AND CO",1
1998,ELORAC,1
1998,"ENDO PHARM",1
1998,"EPIC PHARMA INC",1
1998,"FERA PHARMS",1
1998,"FOREST LABS INC",1
1998,"GALEN (UK)",1
1998,"GAVIS PHARMS",1
1998,"GLAXOSMITHKLINE CON",1
1998,HALOCARBON,1
1998,"HERITAGE LIFE",1
1998,HIKMA,1
1998,HLR,1
1998,"HQ SPCLT PHARMA",1
1998,"HQ SPECLT PHARMA",1
1998,IMMUNEX,1
1998,"INSIGHT PHARMS",1
1998,IPR,1
1998,"IROKO PHARMS",1
1998,"ISO TEX",1
1998,"IVAX RES",1
1998,"JUBILANT DRAXIMAGE",1
1998,"KREMERS URBAN PHARMS",1
1998,"LABORATOIRE HRA",1
1998,"LANTHEUS MEDICAL",1
1998,"LEK PHARM",1
1998,"LEO PHARM",1
1998,"LEO PHARMA AS",1
1998,LIEBEL-FLARSHEIM,1
1998,"LILLY RES LABS",1
1998,"LUKARE MEDICAL LLC",1
1998,LYNE,1
1998,"MALLINCKRODT ARD",1
1998,"MALLINCKRODT LLC",1
1998,"MAYNE PHARMA INC",1
1998,MCNEIL,1
1998,"MCNEIL CONS",1
1998,MEDIMMUNE,1
1998,"MEDIMMUNE ONCOLOGY",1
1998,"MERCK AND CO INC",1
1998,"MERRO PHARM",1
1998,METHAPHARM,1
1998,"MGI PHARMA INC",1
1998,"MIKAH PHARMA LLC",1
1998,MILEX,1
1998,"MOLNLYCKE HLTH",1
1998,"MT ADAMS",1
1998,"MYLAN SPECLT",1
1998,"MYLAN TECHNOLOGIES",1
1998,NEPHRON,1
1998,"NOVARTIS PHARMS",1
1998,"NOVARTIS PHARMS CORP",1
1998,NOVEN,1
1998,"NOVEN PHARMS INC",1
1998,"NOVO NORDISK",1
1998,"ODYSSEY PHARMS",1
1998,OHM,1
1998,"OHM LABS",1
1998,"OLTA PHARMS",1
1998,ONY,1
1998,OTSUKA,1
1998,"OTSUKA AMERICA",1
1998,"PAR PHARM INC",1
1998,PELAGIUS,1
1998,"PERNIX THERAP",1
1998,"PERRIGO CO",1
1998,"PFIZER IRELAND",1
1998,"PHARM VENTURES",1
1998,"PHARMACHEMIE BV",1
1998,PHARMOS,1
1998,"PIERRE FABRE",1
1998,"PIRAMAL CRITICAL",1
1998,"POHL BOSKAMP",1
1998,"PRINSTON INC",1
1998,"PROCTER AND GAMBLE",1
1998,"PROSTRAKAN INC",1
1998,"PURACAP PHARM",1
1998,"PURDUE GMP",1
1998,"PUREPAC PHARM",1
1998,"RANBAXY LABS LTD",1
1998,"RARE DIS THERAP",1
1998,"RENAISSANCE PHARMA",1
1998,"SANDOZ INC",1
1998,SANKYO,1
1998,"SAOL THERAPS RES LTD",1
1998,"SAVAGE LABS",1
1998,SEPTODONT,1
1998,"SETON PHARM",1
1998,"SHIRE LLC",1
1998,SOLVAY,1
1998,"STAND HOMEOPATH",1
1998,STASON,1
1998,"STEVENS J",1
1998,"SUN PHARM INDS LTD",1
1998,"TARO PHARM INDS",1
1998,"TG UNITED INC",1
1998,TOLMAR,1
1998,"TURING PHARMS AG",1
1998,ULURU,1
1998,"UNITED GUARDIAN",1
1998,"UPSHER SMITH LABS",1
1998,"VALEANT LUXEMBOURG",1
1998,"VALEANT PHARMS INC",1
1998,"VERSAPHARM INC",1
1998,"VIRTUS PHARMS",1
1998,"WE PHARMS",1
1998,"WEST WARD",1
1998,"WOMEN FIRST HLTHCARE",1
1998,XSPIRE,1
1998,"ZAMBON SPA",1
1999,HOSPIRA,180
1999,"WATSON LABS",164
1999,SANDOZ,142
1999,TEVA,77
1999,"BAXTER HLTHCARE",69
1999,MYLAN,49
1999,NOVARTIS,49
1999,BARR,43
1999,"EUROHLTH INTL SARL",43
1999,"IVAX SUB TEVA PHARMS",42
1999,ALCON,38
1999,"BAUSCH AND LOMB",38
1999,"ANI PHARMS INC",34
1999,"PHARMACIA AND UPJOHN",33
1999,ROXANE,33
1999,"TEVA PHARMS",33
1999,PFIZER,29
1999,"FRESENIUS KABI USA",27
1999,GLAXOSMITHKLINE,27
1999,SCHERING,27
1999,"JANSSEN PHARMS",26
1999,LILLY,25
1999,"BRISTOL MYERS SQUIBB",24
1999,MERCK,24
1999,"SANOFI AVENTIS US",24
1999,TARO,22
1999,ABBVIE,21
1999,"ACTAVIS ELIZABETH",21
1999,"DAVA PHARMS INC",21
1999,"WATSON LABS INC",21
1999,AKORN,20
1999,"PAR PHARM",19
1999,"ALCON PHARMS LTD",18
1999,"BOEHRINGER INGELHEIM",17
1999,"TEVA PHARMS USA",17
1999,"ACTAVIS MID ATLANTIC",16
1999,"G AND W LABS INC",16
1999,ALLERGAN,15
1999,ASTRAZENECA,15
1999,"J AND J CONSUMER INC",15
1999,"MERCK SHARP DOHME",15
1999,PERRIGO,15
1999,"BAYER HLTHCARE",13
1999,"SUN PHARM INDS",13
1999,"UCB INC",13
1999,"CONTRACT PHARMACAL",12
1999,"MONARCH PHARMS",12
1999,"ALLERGAN SALES LLC",11
1999,"ALVOGEN MALTA",11
1999,"DR REDDYS LABS INC",11
1999,"ORGANON USA INC",11
1999,"WYETH PHARMS INC",11
1999,"DURAMED PHARMS BARR",10
1999,"GE HEALTHCARE",10
1999,"TEVA PARENTERAL",10
1999,"GD SEARLE LLC",9
1999,"HOFFMANN LA ROCHE",9
1999,"IMPAX LABS INC",9
1999,"MAYNE PHARMA",9
1999,"MEDA PHARMS",9
1999,"VALEANT PHARMS NORTH",9
1999,"AUROLIFE PHARMA LLC",8
1999,"BAYER HEALTHCARE LLC",8
1999,"CASPER PHARMA LLC",8
1999,"GLAXOSMITHKLINE LLC",8
1999,"HIKMA INTL PHARMS",8
1999,LIEBEL-FLARSHEIM,8
1999,LUITPOLD,8
1999,RANBAXY,8
1999,"VALEANT INTL",8
1999,"VIIV HLTHCARE",8
1999,"VINTAGE PHARMS LLC",8
1999,"ACTAVIS LABS UT INC",7
1999,APIL,7
1999,APOTHECON,7
1999,"B BRAUN",7
1999,"FOUGERA PHARMS",7
1999,"KING PHARMS",7
1999,"MEDTECH PRODUCTS",7
1999,"NOVO NORDISK INC",7
1999,PLIVA,7
1999,"TEVA BRANDED PHARM",7
1999,3M,6
1999,"ABBVIE ENDOCRINE INC",6
1999,"ALCON RES LTD",6
1999,ASTELLAS,6
1999,"FACTA FARMA",6
1999,"G AND W LABS",6
1999,"IDT AUSTRALIA LTD",6
1999,"MALLINCKRODT INC",6
1999,"MUTUAL PHARM",6
1999,"MYLAN INSTITUTIONAL",6
1999,"MYLAN PHARMS INC",6
1999,ROCHE,6
1999,"SEBELA IRELAND LTD",6
1999,"TEVA WOMENS",6
1999,"USL PHARMA",6
1999,ABBOTT,5
1999,"ACCORD HLTHCARE",5
1999,"ACTAVIS LABS FL INC",5
1999,"ALCON LABS INC",5
1999,"AMNEAL PHARMS NY",5
1999,APOTEX,5
1999,"APOTEX INC",5
1999,BRACCO,5
1999,"CNTY LINE PHARMS",5
1999,"CORDEN PHARMA",5
1999,"EISAI INC",5
1999,"ENDO PHARMS",5
1999,"FOREST LABS",5
1999,GENENTECH,5
1999,"HI TECH PHARMA",5
1999,"MYLAN TECHNOLOGIES",5
1999,"ORTHO MCNEIL PHARM",5
1999,"OXFORD PHARMS",5
1999,"PERRIGO NEW YORK",5
1999,SHIRE,5
1999,"TG UNITED LABS",5
1999,"US PHARMS HOLDINGS I",5
1999,"VINTAGE PHARMS",5
1999,WOCKHARDT,5
1999,"X GEN PHARMS",5
1999,"AKORN INC",4
1999,BIOVAIL,4
1999,"COPLEY PHARM",4
1999,FERRING,4
1999,"FERRING PHARMS INC",4
1999,FOUGERA,4
1999,"FRESENIUS MEDCL",4
1999,GENZYME,4
1999,"GLENMARK GENERICS",4
1999,"HIKMA PHARMS LLC",4
1999,"INTL MEDICATION",4
1999,"IVAX PHARMS",4
1999,"MERIDIAN MEDCL TECHN",4
1999,MIKART,4
1999,"NOVARTIS PHARMS CORP",4
1999,"RECORDATI RARE",4
1999,"ROCHE PALO",4
1999,"SMITHKLINE BEECHAM",4
1999,"SUN PHARM INDS LTD",4
1999,"VALEANT BERMUDA",4
1999,"XANODYNE PHARM",4
1999,"ALPHARMA US PHARMS",3
1999,"APOTEX TECHNOLOGIES",3
1999,"ARBOR PHARMS LLC",3
1999,"ASTRAZENECA PHARMS",3
1999,"BAXTER HLTHCARE CORP",3
1999,BRAINTREE,3
1999,CEPHALON,3
1999,"CHIESI USA INC",3
1999,"CLOVER PHARMS",3
1999,"DELCOR ASSET CORP",3
1999,DRAXIMAGE,3
1999,"EPIC PHARMA",3
1999,FRESENIUS,3
1999,"GLAXO GRP LTD",3
1999,"GLAXOSMITHKLINE CONS",3
1999,"HOSPIRA INC",3
1999,"IMPAX LABS",3
1999,"JANSSEN PHARMA",3
1999,"JOHNSON AND JOHNSON",3
1999,LEDERLE,3
1999,MALLINCKRODT,3
1999,"MOLNLYCKE HLTH",3
1999,"MYLAN SPECLT",3
1999,"OAK PHARMS INC",3
1999,"ORTHO MCNEIL JANSSEN",3
1999,"PAR STERILE PRODUCTS",3
1999,PARKEDALE,3
1999,"PERRIGO PHARMA INTL",3
1999,"PFIZER PHARMS",3
1999,"PHARM ASSOC",3
1999,SANKYO,3
1999,"SAVAGE LABS",3
1999,"SCHERING PLOUGH",3
1999,"SIGMA TAU",3
1999,SILARX,3
1999,"TAKEDA PHARMS USA",3
1999,"TARO PHARMS NORTH",3
1999,"UPSHER SMITH",3
1999,"US PHARM HOLDINGS",3
1999,VALEANT,3
1999,"VALEANT PHARM INTL",3
1999,"VALEANT PHARMS",3
1999,"AAIPHARMA LLC",2
1999,"ACS DOBFAR",2
1999,"ACTAVIS LABS NY INC",2
1999,AGOURON,2
1999,ALRA,2
1999,"AMNEAL PHARMS LLC",2
1999,ATON,2
1999,"AUXILIUM PHARMS LLC",2
1999,"BAYER PHARMS",2
1999,"CHARTWELL LIFE SCI",2
1999,"CONCORDIA PHARMS INC",2
1999,"COVIS PHARMA SARL",2
1999,"CYCLE PHARMS LTD",2
1999,DEY,2
1999,"EMD SERONO",2
1999,"FALCON PHARMS",2
1999,"FOREST LABS INC",2
1999,"GENZYME CORP",2
1999,GUERBET,2
1999,"HERITAGE PHARMS INC",2
1999,"HQ SPCLT PHARMA",2
1999,"IGI LABS INC",2
1999,IMMUNEX,2
1999,"JUBILANT DRAXIMAGE",2
1999,"KREMERS URBAN PHARMS",2
1999,"LEO PHARMA AS",2
1999,LNK,2
1999,"MALLINCKRODT HOSP",2
1999,"MALLINCKRODT LLC",2
1999,"MALLINKRODT NUCLEAR",2
1999,"MCNEIL CONS",2
1999,MEDICIS,2
1999,MEDICURE,2
1999,"MIKAH PHARMA",2
1999,"MISSION PHARMA",2
1999,"MYLAN IRELAND LTD",2
1999,"NESHER PHARMS",2
1999,"NOSTRUM LABS INC",2
1999,NOVOCOL,2
1999,OTSUKA,2
1999,"PADDOCK LLC",2
1999,"PAR PHARM INC",2
1999,"PERNIX THERAP",2
1999,"PFIZER INC",2
1999,"PHARMACHEMIE BV",2
1999,"PROMIUS PHARMA",2
1999,"RECRO GAINESVILLE",2
1999,SERONO,2
1999,"SHIRE LLC",2
1999,"VALEANT PHARMS LLC",2
1999,"VALIDUS PHARMS INC",2
1999,VINTAGE,2
1999,"WARNER CHILCOTT",2
1999,"WARNER CHILCOTT LLC",2
1999,XTTRIUM,2
1999,"ZYDUS WORLDWIDE",2
1999,"ABBOTT LABS",1
1999,"ABBVIE INC",1
1999,"ABRAXIS PHARM",1
1999,ACORDA,1
1999,"ACTAVIS TOTOWA",1
1999,"ALCON PHARMA",1
1999,"ALKERMES GAINESVILLE",1
1999,"ALLERGAN HERBERT",1
1999,ALPHARMA,1
1999,ALVOGEN,1
1999,"ALVOGEN INC",1
1999,"AMAG PHARMS INC",1
1999,"AMEDRA PHARMS",1
1999,"AMEDRA PHARMS LLC",1
1999,AMGEN,1
1999,"AMNEAL PHARM",1
1999,"AMPHASTAR PHARMS INC",1
1999,"ANI PHARMS",1
1999,"APTALIS PHARMA US",1
1999,"AQUA PHARMS",1
1999,"ARBOR PHARMS INC",1
1999,"ARMSTRONG PHARMS",1
1999,"ASPEN GLOBAL INC",1
1999,"AUXILIUM PHARMS INC",1
1999,AVEVA,1
1999,"BAJAJ MEDICAL LLC",1
1999,"BARR LABS INC",1
1999,BAYER,1
1999,BEDFORD,1
1999,"BERLEX LABS",1
1999,"BIOVAIL LABS INTL",1
1999,"BOCA PHARMA LLC",1
1999,"BRISTOL MYERS",1
1999,CARACO,1
1999,CAREFUSION,1
1999,CARLSBAD,1
1999,"CAROLINA MEDCL",1
1999,CELGENE,1
1999,"CENT PHARMS",1
1999,"CENTOCOR INC",1
1999,"CEPH INTL",1
1999,"CIS BIO INTL SA",1
1999,"CLINIGEN HLTHCARE",1
1999,COLGATE,1
1999,"COLGATE PALMOLIVE",1
1999,"CONCORDIA LABS INC",1
1999,COREPHARMA,1
1999,DAIICHI,1
1999,"DAVA INTL INC",1
1999,"DEXCEL PHARMA",1
1999,"DOW PHARM",1
1999,"DOWNSTATE CLINCL",1
1999,"DR REDDYS LA",1
1999,DUSA,1
1999,"DXS DEVICES",1
1999,"EASTMAN KODAK",1
1999,"EDISON THERAPS LLC",1
1999,"ELI LILLY AND CO",1
1999,"ELITE LABS",1
1999,"ENDO PHARM",1
1999,"EPIC PHARMA INC",1
1999,"EPIC PHARMA LLC",1
1999,"FERNDALE LABS",1
1999,"GALDERMA LABS LP",1
1999,"GALEN (UK)",1
1999,"GAVIS PHARMS",1
1999,"GD SEARLE",1
1999,"GEMINI LABS LLC",1
1999,"GILEAD SCIENCES INC",1
1999,"HALOCARBON PRODS",1
1999,"HERITAGE LIFE",1
1999,HIKMA,1
1999,"HILL DERMAC",1
1999,HLR,1
1999,"HORIZON PHARMA",1
1999,"HRA PHARMA",1
1999,"INSIGHT PHARMS",1
1999,"INTERMUNE PHARMS",1
1999,"INWOOD LABS",1
1999,IPR,1
1999,"IROKO PHARMS",1
1999,"ISO TEX",1
1999,"IVAX RES",1
1999,"J AND J",1
1999,"JANSSEN RES AND DEV",1
1999,LANNETT,1
1999,"LANTHEUS MEDCL",1
1999,"LANTHEUS MEDICAL",1
1999,"LEHIGH VALLEY",1
1999,"LEO PHARM",1
1999,"MALLINCKRODT ARD",1
1999,"MAYNE PHARMA INTL",1
1999,"MCNEIL CONSUMER",1
1999,"MERCK AND CO INC",1
1999,"METABOLIC SOLUTIONS",1
1999,"MIKAH PHARMA LLC",1
1999,"MORTON GROVE",1
1999,"MORTON GROVE PHARMS",1
1999,"MT ADAMS",1
1999,MURO,1
1999,"MYLAN LABS LTD",1
1999,NEPHRON,1
1999,"NOSTRUM LABS",1
1999,"NOVARTIS PHARMS",1
1999,NOVEN,1
1999,"NOVEN PHARMS INC",1
1999,"OAK PHARMS",1
1999,"OAK PHARMS AKORN",1
1999,OHM,1
1999,"OHM LABS",1
1999,"OLTA PHARMS",1
1999,ONY,1
1999,"ORION PHARMA",1
1999,"ORTHO BIOLOGICS",1
1999,"OTSUKA AMERICA",1
1999,"OTSUKA PHARM",1
1999,"PACIRA PHARMS INC",1
1999,"PARKE DAVIS",1
1999,"PERSONAL PRODS",1
1999,"PF PRISM CV",1
1999,"PFIZER IRELAND",1
1999,"PHARM RES ASSOC",1
1999,PHARMACHEMIE,1
1999,PHARMACIA,1
1999,PHARMALUCENCE,1
1999,"POHL BOSKAMP",1
1999,"POPULATION COUNCIL",1
1999,"PRINSTON INC",1
1999,"PROMIUS PHARMA LLC",1
1999,"PURDUE GMP",1
1999,"PURDUE PHARM PRODS",1
1999,"PURDUE PHARMA LP",1
1999,"RANBAXY LABS LTD",1
1999,"RARE DIS THERAP",1
1999,"RECKITT BENCKISER",1
